Epoch,Time(s),Loss,f1
00144, 28.8305, 0.1031, 0.3927 
00145, 28.8318, 0.1028, 0.3653 
00146, 28.8315, 0.1027, 0.3651 
00147, 28.8257, 0.1026, 0.3951 
00148, 28.8196, 0.1023, 0.3955 
00149, 28.8145, 0.1021, 0.3733 
00150, 28.8110, 0.1020, 0.3882 
00151, 28.8096, 0.1017, 0.3966 
00152, 28.8056, 0.1016, 0.3706 
00153, 28.8008, 0.1017, 0.4008 
00154, 28.7951, 0.1013, 0.3935 
00155, 28.8211, 0.1010, 0.3840 
00156, 28.8178, 0.1010, 0.4109 
00157, 28.8128, 0.1011, 0.3733 
00158, 28.8269, 0.1013, 0.4104 
00159, 28.8539, 0.1007, 0.3997 
00160, 28.8542, 0.1003, 0.3855 
00161, 28.8584, 0.1004, 0.4157 
00162, 28.8547, 0.1004, 0.3824 
00163, 28.8512, 0.1004, 0.4139 
00164, 28.8483, 0.1000, 0.3996 
00165, 28.8438, 0.0997, 0.3958 
00166, 28.8412, 0.0996, 0.4168 
00167, 28.8364, 0.0997, 0.3807 
00168, 28.8332, 0.1000, 0.4242 
00169, 28.8284, 0.0999, 0.3787 
00170, 28.8263, 0.1000, 0.4199 
00171, 28.8218, 0.0994, 0.4072 
00172, 28.8186, 0.0990, 0.3997 
00173, 28.8158, 0.0989, 0.4231 
00174, 28.8114, 0.0992, 0.3743 
00175, 28.8079, 0.1000, 0.4370 
00176, 28.8048, 0.1002, 0.3535 
00177, 28.8008, 0.1017, 0.4274 
00178, 28.7970, 0.0995, 0.4105 
00179, 28.7916, 0.0988, 0.3960 
00180, 28.7881, 0.0990, 0.4280 
00181, 28.7847, 0.0992, 0.3808 
00182, 28.7816, 0.0992, 0.4216 
00183, 28.7784, 0.0984, 0.4185 
00184, 28.7751, 0.0980, 0.3872 
00185, 28.7725, 0.0986, 0.4328 
00186, 28.7695, 0.0986, 0.3853 
00187, 28.7665, 0.0990, 0.4305 
00188, 28.7642, 0.0980, 0.4053 
00189, 28.7588, 0.0977, 0.4123 
00190, 28.7554, 0.0974, 0.4304 
00191, 28.7509, 0.0977, 0.3890 
00192, 28.7470, 0.0982, 0.4432 
00193, 28.7431, 0.0990, 0.3508 
00194, 28.7392, 0.1025, 0.4414 
00195, 28.7360, 0.0996, 0.4093 
00196, 28.7332, 0.0986, 0.3838 
00197, 28.7277, 0.0989, 0.4443 
00198, 28.7235, 0.0990, 0.3893 
00199, 28.7197, 0.0986, 0.4185 
00200, 28.7161, 0.0969, 0.4426 
00201, 28.7128, 0.0986, 0.3519 
00202, 28.7092, 0.1021, 0.4232 
00203, 28.7057, 0.0987, 0.4460 
00204, 28.7040, 0.0992, 0.3365 
00205, 28.7013, 0.1036, 0.4220 
00206, 28.6980, 0.0969, 0.4587 
00207, 28.6948, 0.1027, 0.3128 
00208, 28.6921, 0.1093, 0.3571 
00209, 28.6896, 0.1019, 0.4550 
00210, 28.6864, 0.1166, 0.2944 
00211, 28.6835, 0.1169, 0.2711 
00212, 28.6806, 0.1261, 0.3660 
00213, 28.6780, 0.1126, 0.4179 
00214, 28.6754, 0.1155, 0.3812 
00215, 28.6731, 0.1016, 0.3315 
00216, 28.6704, 0.1115, 0.3241 
00217, 28.6665, 0.1122, 0.3464 
00218, 28.6654, 0.1042, 0.3858 
00219, 28.6636, 0.1022, 0.3968 
00220, 28.6621, 0.1070, 0.3717 
00221, 28.6598, 0.1041, 0.3469 
00222, 28.6577, 0.1022, 0.3469 
00223, 28.6557, 0.1017, 0.3601 
00224, 28.6533, 0.1021, 0.3660 
00225, 28.6501, 0.1019, 0.3657 
00226, 28.6480, 0.1009, 0.3738 
00227, 28.6451, 0.1003, 0.3888 
00228, 28.6433, 0.1005, 0.3882 
00229, 28.6422, 0.1001, 0.3876 
00230, 28.6399, 0.0997, 0.3973 
00231, 28.6380, 0.0995, 0.3953 
00232, 28.6372, 0.0994, 0.3892 
00233, 28.6357, 0.0992, 0.4055 
00234, 28.6350, 0.0990, 0.4024 
00235, 28.6338, 0.0988, 0.4019 
00236, 28.6325, 0.0987, 0.4095 
00237, 28.6311, 0.0985, 0.3989 
00238, 28.6301, 0.0983, 0.4125 
00239, 28.6286, 0.0981, 0.3941 
00240, 28.6264, 0.0983, 0.4390 
00241, 28.6254, 0.0999, 0.3441 
00242, 28.6236, 0.1025, 0.4016 
00243, 28.6221, 0.0977, 0.4481 
00244, 28.6205, 0.1016, 0.3890 
00245, 28.6188, 0.0986, 0.3729 
00246, 28.6169, 0.0998, 0.4210 
00247, 28.6162, 0.0973, 0.4423 
00248, 28.6150, 0.0994, 0.3971 
00249, 28.6154, 0.0976, 0.3862 
00250, 28.6149, 0.0981, 0.4280 
00251, 28.6145, 0.0972, 0.4286 
00252, 28.6132, 0.0971, 0.3933 
00253, 28.6108, 0.0973, 0.4048 
00254, 28.6086, 0.0967, 0.4360 
00255, 28.6061, 0.0970, 0.4179 
00256, 28.6030, 0.0962, 0.3991 
00257, 28.6013, 0.0965, 0.4214 
00258, 28.5994, 0.0959, 0.4348 
00259, 28.5979, 0.0961, 0.3901 
00260, 28.5964, 0.0971, 0.4452 
00261, 28.5949, 0.0968, 0.3997 
00262, 28.5925, 0.0963, 0.4273 
00263, 28.5907, 0.0953, 0.4385 
00264, 28.5883, 0.0957, 0.3915 
00265, 28.5865, 0.0966, 0.4399 
00266, 28.5852, 0.0952, 0.4387 
00267, 28.5839, 0.0951, 0.3954 
00268, 28.5820, 0.0959, 0.4384 
00269, 28.5805, 0.0948, 0.4367 
00270, 28.5787, 0.0946, 0.4072 
00271, 28.5768, 0.0951, 0.4447 
00272, 28.5752, 0.0947, 0.4265 
00273, 28.5737, 0.0943, 0.4261 
00274, 28.5715, 0.0941, 0.4437 
00275, 28.5715, 0.0943, 0.4170 
00276, 28.5718, 0.0942, 0.4384 
00277, 28.5725, 0.0938, 0.4394 
00278, 28.5905, 0.0937, 0.4227 
00279, 28.6118, 0.0938, 0.4466 
00280, 28.6328, 0.0936, 0.4276 
00281, 28.6621, 0.0934, 0.4417 
00282, 28.6889, 0.0932, 0.4427 
00283, 28.7027, 0.0931, 0.4306 
00284, 28.7181, 0.0931, 0.4580 
00285, 28.7348, 0.0935, 0.3877 
00286, 28.7515, 0.0959, 0.4744 
00287, 28.7669, 0.0954, 0.3958 
00288, 28.7814, 0.0954, 0.4428 
00289, 28.7898, 0.0929, 0.4676 
00290, 28.8008, 0.0944, 0.3830 
00291, 28.8037, 0.0981, 0.4536 
00292, 28.8068, 0.0928, 0.4758 
00293, 28.8076, 0.0981, 0.3183 
00294, 28.8085, 0.1080, 0.3890 
00295, 28.8094, 0.1007, 0.4627 
00296, 28.8083, 0.1091, 0.3696 
00297, 28.8077, 0.1012, 0.3361 
00298, 28.8083, 0.1105, 0.3886 
00299, 28.8091, 0.1021, 0.4474 
00300, 28.8064, 0.0952, 0.4449 
00301, 28.8045, 0.1037, 0.4084 
00302, 28.8028, 0.0992, 0.3861 
00303, 28.8009, 0.0969, 0.4152 
00304, 28.7984, 0.0984, 0.4011 
00305, 28.7956, 0.0974, 0.3949 
00306, 28.7934, 0.0960, 0.4268 
00307, 28.7919, 0.0957, 0.4417 
00308, 28.7901, 0.0968, 0.4280 
00309, 28.7884, 0.0949, 0.4062 
00310, 28.7864, 0.0956, 0.4192 
00311, 28.7843, 0.0949, 0.4337 
00312, 28.7833, 0.0945, 0.4388 
00313, 28.7822, 0.0941, 0.4429 
00314, 28.7808, 0.0942, 0.4494 
00315, 28.7794, 0.0940, 0.4407 
00316, 28.7778, 0.0933, 0.4468 
00317, 28.7764, 0.0934, 0.4397 
00318, 28.7750, 0.0931, 0.4517 
00319, 28.7728, 0.0925, 0.4591 
00320, 28.7699, 0.0926, 0.4494 
00321, 28.7681, 0.0922, 0.4501 
00322, 28.7664, 0.0918, 0.4736 
00323, 28.7645, 0.0920, 0.4201 
00324, 28.7629, 0.0934, 0.4945 
00325, 28.7606, 0.0937, 0.4223 
00326, 28.7589, 0.0939, 0.4358 
00327, 28.7572, 0.0919, 0.4939 
00328, 28.7553, 0.0957, 0.4275 
00329, 28.7534, 0.0951, 0.4304 
00330, 28.7520, 0.0969, 0.4828 
00331, 28.7507, 0.0920, 0.4824 
00332, 28.7488, 0.0961, 0.3960 
00333, 28.7473, 0.0960, 0.4152 
00334, 28.7454, 0.0963, 0.4649 
00335, 28.7425, 0.0920, 0.5060 
00336, 28.7403, 0.0968, 0.4191 
00337, 28.7386, 0.0939, 0.4095 
00338, 28.7361, 0.0965, 0.4643 
00339, 28.7334, 0.0903, 0.4861 
00340, 28.7314, 0.0990, 0.4126 
00341, 28.7295, 0.0955, 0.4087 
00342, 28.7266, 0.0983, 0.4617 
00343, 28.7246, 0.0920, 0.5037 
00344, 28.7226, 0.0984, 0.3612 
00345, 28.7198, 0.1003, 0.4104 
00346, 28.7173, 0.0965, 0.4986 
00347, 28.7159, 0.0918, 0.4719 
00348, 28.7140, 0.0923, 0.4240 
00349, 28.7127, 0.0946, 0.4666 
00350, 28.7115, 0.0903, 0.4963 
00351, 28.7102, 0.0945, 0.4264 
00352, 28.7092, 0.0938, 0.4327 
00353, 28.7080, 0.0920, 0.4892 
00354, 28.7063, 0.0916, 0.4866 
00355, 28.7051, 0.0903, 0.4353 
00356, 28.7034, 0.0917, 0.4673 
00357, 28.7019, 0.0895, 0.4789 
00358, 28.7000, 0.0913, 0.4033 
00359, 28.6983, 0.0974, 0.4780 
00360, 28.6958, 0.0894, 0.5208 
00361, 28.6940, 0.0954, 0.3801 
00362, 28.6921, 0.0982, 0.4481 
00363, 28.6905, 0.0933, 0.4704 
00364, 28.6889, 0.1001, 0.4638 
00365, 28.6877, 0.0915, 0.4300 
00366, 28.6861, 0.0944, 0.4355 
00367, 28.6846, 0.0914, 0.5055 
00368, 28.6830, 0.0969, 0.3918 
00369, 28.6817, 0.0963, 0.4350 
00370, 28.6799, 0.0944, 0.4921 
00371, 28.6781, 0.0908, 0.4546 
00372, 28.6760, 0.0940, 0.3713 
00373, 28.6742, 0.1013, 0.5070 
00374, 28.6730, 0.0945, 0.4644 
00375, 28.6721, 0.0965, 0.4261 
00376, 28.6703, 0.0947, 0.4766 
00377, 28.6694, 0.0987, 0.4647 
00378, 28.6685, 0.0959, 0.4283 
00379, 28.6678, 0.0952, 0.4505 
00380, 28.6667, 0.0919, 0.4985 
00381, 28.6664, 0.0942, 0.4256 
00382, 28.6666, 0.0936, 0.4519 
00383, 28.6662, 0.0944, 0.4909 
00384, 28.6654, 0.0912, 0.4654 
00385, 28.6644, 0.0953, 0.4449 
00386, 28.6630, 0.0904, 0.4607 
00387, 28.6620, 0.0941, 0.4287 
00388, 28.6616, 0.0919, 0.4833 
00389, 28.6611, 0.0926, 0.4919 
00390, 28.6603, 0.0908, 0.4277 
00391, 28.6596, 0.0924, 0.4571 
00392, 28.6579, 0.0910, 0.4961 
00393, 28.6569, 0.0914, 0.4631 
00394, 28.6574, 0.0915, 0.4514 
00395, 28.6578, 0.0898, 0.4749 
00396, 28.6578, 0.0913, 0.4578 
00397, 28.6574, 0.0896, 0.4675 
00398, 28.6560, 0.0904, 0.4833 
00399, 28.6554, 0.0891, 0.4694 
00400, 28.6534, 0.0895, 0.4609 
00401, 28.6530, 0.0892, 0.4885 
00402, 28.6519, 0.0892, 0.4850 
00403, 28.6505, 0.0885, 0.4588 
00404, 28.6498, 0.0888, 0.4848 
00405, 28.6495, 0.0882, 0.4950 
00406, 28.6477, 0.0884, 0.4765 
00407, 28.6467, 0.0878, 0.4886 
00408, 28.6460, 0.0882, 0.4632 
00409, 28.6447, 0.0886, 0.5128 
00410, 28.6438, 0.0884, 0.4614 
00411, 28.6422, 0.0880, 0.4937 
00412, 28.6413, 0.0870, 0.5063 
00413, 28.6406, 0.0871, 0.4697 
00414, 28.6402, 0.0873, 0.5012 
00415, 28.6393, 0.0870, 0.4901 
00416, 28.6385, 0.0867, 0.5027 
00417, 28.6383, 0.0861, 0.4977 
00418, 28.6381, 0.0859, 0.5009 
00419, 28.6375, 0.0859, 0.5106 
00420, 28.6376, 0.0861, 0.4598 
00421, 28.6372, 0.0881, 0.5214 
00422, 28.6372, 0.0869, 0.4928 
00423, 28.6372, 0.0861, 0.4902 
00424, 28.6379, 0.0854, 0.5277 
00425, 28.6377, 0.0861, 0.4775 
00426, 28.6371, 0.0862, 0.5007 
00427, 28.6371, 0.0850, 0.5439 
00428, 28.6375, 0.0864, 0.4515 
00429, 28.6369, 0.0878, 0.5245 
00430, 28.6363, 0.0844, 0.5434 
00431, 28.6362, 0.0863, 0.4252 
00432, 28.6368, 0.0907, 0.5207 
00433, 28.6368, 0.0847, 0.5292 
00434, 28.6365, 0.0926, 0.3809 
00435, 28.6350, 0.1111, 0.4028 
00436, 28.6344, 0.1011, 0.5299 
00437, 28.6343, 0.1064, 0.4423 
00438, 28.6333, 0.0926, 0.3739 
00439, 28.6329, 0.1004, 0.5042 
00440, 28.6320, 0.0916, 0.5001 
00441, 28.6311, 0.0913, 0.4972 
00442, 28.6302, 0.0917, 0.4762 
00443, 28.6291, 0.0918, 0.4480 
00444, 28.6282, 0.0900, 0.4866 
00445, 28.6275, 0.0924, 0.4582 
00446, 28.6263, 0.0897, 0.4531 
00447, 28.6255, 0.0910, 0.5005 
00448, 28.6244, 0.0885, 0.5021 
00449, 28.6232, 0.0897, 0.4467 
00450, 28.6221, 0.0882, 0.4657 
00451, 28.6214, 0.0885, 0.4925 
00452, 28.6203, 0.0876, 0.5012 
00453, 28.6191, 0.0879, 0.4774 
00454, 28.6172, 0.0889, 0.4808 
00455, 28.6160, 0.0873, 0.4920 
00456, 28.6149, 0.0870, 0.5004 
00457, 28.6137, 0.0862, 0.4847 
00458, 28.6132, 0.0868, 0.4991 
00459, 28.6130, 0.0865, 0.5263 
00460, 28.6128, 0.0899, 0.3907 
00461, 28.6127, 0.1010, 0.4504 
00462, 28.6116, 0.0904, 0.5126 
00463, 28.6110, 0.0976, 0.4812 
00464, 28.6107, 0.0900, 0.4456 
00465, 28.6106, 0.0961, 0.4782 
00466, 28.6103, 0.0897, 0.5285 
00467, 28.6104, 0.0906, 0.4901 
00468, 28.6107, 0.0872, 0.4574 
00469, 28.6106, 0.0897, 0.4718 
00470, 28.6110, 0.0865, 0.5232 
00471, 28.6116, 0.0926, 0.4396 
00472, 28.6114, 0.0919, 0.4296 
00473, 28.6123, 0.0906, 0.5327 
00474, 28.6124, 0.0926, 0.4299 
00475, 28.6117, 0.0928, 0.4846 
00476, 28.6108, 0.0898, 0.5254 
00477, 28.6107, 0.0907, 0.4785 
00478, 28.6104, 0.0863, 0.4644 
00479, 28.6099, 0.0893, 0.4951 
00480, 28.6095, 0.0891, 0.3993 
00481, 28.6087, 0.0983, 0.5029 
00482, 28.6077, 0.0901, 0.5039 
00483, 28.6071, 0.0910, 0.4600 
00484, 28.6061, 0.0890, 0.4314 
00485, 28.6056, 0.0897, 0.5034 
00486, 28.6053, 0.0887, 0.4899 
00487, 28.6045, 0.0869, 0.4903 
00488, 28.6039, 0.0867, 0.4844 
00489, 28.6036, 0.0870, 0.5022 
00490, 28.6026, 0.0858, 0.5101 
00491, 28.6015, 0.0861, 0.4665 
00492, 28.6013, 0.0864, 0.5223 
00493, 28.6007, 0.0862, 0.4736 
00494, 28.6002, 0.0861, 0.5217 
00495, 28.5995, 0.0860, 0.4941 
00496, 28.5988, 0.0867, 0.5158 
00497, 28.5978, 0.0862, 0.4784 
00498, 28.5972, 0.0861, 0.5321 
00499, 28.5971, 0.0852, 0.4924 
